consent1,consentsurvey1,participant,ideology,ideologynumber,pid3,party3,pid3_4_text,repstrong,demstrong,lean,party5,party7,partydiffs,partiesdiff,engagefactors_1,family,engagefactors_2,friends,engagefactors_3,school,engagefactors_4,newsmedia,engagefactors_5,religion,engagefactors_6,other,engagefactors_6_text,issueimpact_1,issueimpact_2,issueimpact_3,issueimpact_4,issueimpact_5,issueimpact_6,issueimpact_7,participationacts_1,participationacts_2,participationacts_3,participationacts_4,participationacts_5,participationacts_6,participationacts_7,participationacts_8,participationacts_9,participationacts_10,participationacts_11,participationacts_11_text,polquals_1,polquals_2,polquals_3,polquals_4,polquals_5,polquals_6,polquals_7,polquals_8,polquals_8_text,trumpthreat,issueprogress_1,issueprogress_2,issueprogress_3,issueprogress_4,issueprogress_5,issueprogress_6,issueprogress_7,issueprogress_8,issueprogress_9,willvote,hillaryinspire,womeninspire,womeninpolitics_1,womeninpolitics_2,womeninpolitics_3,womeninpolitics_4,womeninpolitics_5,womeninpolitics_6,womeninpolitics_7,womeninpolitics_8,gender,gender_3_text,race,race_6_text,consent,runoffice,seerunning,joblocal,jobregional,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_9,q24_10,politicshome_1,politicshome_2,politicshome_3,politicshome_4,politicshome_5,politicshome_6,politicshome_7,politicshome_8,encourageenviron_1,encourageenviron_2,encourageenviron_3,encourageenviron_4,encourageenviron_5,encourageenviron_6,encourageenviron_7,encourageenviron_8,encourageenviron_9,encourageenviron_10,encourageenviron_11,encouraged_1,encouraged_2,encouraged_3,encouraged_4,encouraged_5,encouraged_6,encouraged_7,encouraged_8,encouragedoffice_1,encouragedoffice_2,encouragedoffice_3,encouragedoffice_4,encouragedoffice_5,encouragedoffice_6,encouragedoffice_7,encouragedoffice_8,q26,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q27_1,q27_2,q27_3,q27_4,q27_5,q28,q29,_merge
,,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,,,Business Owner,,Doctor,,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,Coach,,,Maybe,Important,Very important,Very important,Very important,Slightly important,Very important,Slightly important,Very important,Not important at all,Slightly important,I am friendly.,I am smart.,,,I am competitive.,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,,I am a good writer.,,I agree with this statement.,I agree with this statement.,using only (2)
,,151689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Lawyer,,,,Teacher,Nurse,,,Scientist,,,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Parent,,,,Teacher,,,,Parent,,,,,,,,No,Important,Very important,Important,Very important,Important,Very important,Slightly important,Not important at all,Not important at all,Very important,I am friendly.,,I am confident.,,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I agree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using only (2)
,,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Lawyer,,,,,Nurse,,,,,Lawyer,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Parent,,,,,,,Friend,,,,,,,,,No,Very important,Very important,Very important,Very important,Slightly important,Very important,Important,Not important at all,Not important at all,Important,,I am smart.,,,,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,I am a good writer.,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Mayor,Lawyer,,,,,,,Business Owner,,Doctor,Lawyer,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Slightly important,Slightly important,Important,Very important,Important,Important,Important,Not important at all,Slightly important,Slightly important,I am friendly.,,I am confident.,I am cooperative.,,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Principal,,,,Teacher,Nurse,,,,Doctor,,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Parent,,,,,,,,Parent,,,,,,,,Maybe,Important,Important,Important,Important,Important,Important,Slightly important,Slightly important,Slightly important,Important,I am friendly.,I am smart.,,I am cooperative.,,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I agree with this statement.,using only (2)
,,203900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Salesperson,Principal,,,,,,,,,Doctor,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,No,Slightly important,Slightly important,Very important,Very important,Important,Very important,Important,Slightly important,Not important at all,Very important,I am friendly.,,,I am cooperative.,,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Salesperson,Business Executive,President,,,,,,Business Owner,Scientist,Doctor,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,,,Teacher,,,Friend,,,,,Teacher,,,Friend,Yes,Very important,Very important,Very important,Very important,Important,Very important,Very important,Very important,Very important,Very important,,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I disagree with this statement.,I agree with this statement.,using only (2)
,,205258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using only (2)
,,205566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Principal,,,,,,,Business Owner,,,Lawyer,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,Teacher,,,,No,Very important,Very important,Very important,Very important,Important,Very important,Slightly important,Not important at all,Not important at all,Slightly important,I am friendly.,,,I am cooperative.,I am competitive.,,,I am generally pretty good at most things I do.,,,,I am good at speaking in front of people.,I agree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Lawyer,,,,Teacher,Nurse,,,,Doctor,Lawyer,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Important,Important,Important,Important,Important,Important,Slightly important,Not important at all,Not important at all,Important,I am friendly.,I am smart.,,I am cooperative.,,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I agree with this statement.,I disagree with this statement.,using only (2)
,,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,,,Business Owner,Scientist,,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Important,Important,Important,Important,Slightly important,Important,Important,Slightly important,Not important at all,Important,I am friendly.,,,I am cooperative.,,,I am assertive.,,,,,,,,using only (2)
,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Mayor,Principal,,,Mayor of City or Town,,Nurse,,,,Doctor,Lawyer,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,Aunt/Uncle,,,,,,,Grandparent,,,,,,,Maybe,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important at all,Not important at all,,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I neither agree or disagree with this statement.,I agree with this statement.,using only (2)
,,319954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"Yes, definitely.",Teacher,Member of Congress,President,Member of Congress,Mayor of City or Town,Teacher,,,,Scientist,Doctor,Lawyer,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Parent,Grandparent,Aunt/Uncle,Sibling,Teacher,,,,,,,,,,,,Maybe,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I agree with this statement.,,using only (2)
,,40917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Principal,,,,,Nurse,,,Scientist,Doctor,,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,,,Sibling,,,,,,,,,Teacher,Coach,,,Maybe,Important,Important,Important,Important,Important,Important,Important,Important,Important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I agree with this statement.,using only (2)
,,4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,Teacher,Nurse,Secretary,Business Owner,,Doctor,Lawyer,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Maybe,Not important at all,Slightly important,Very important,Very important,Slightly important,Very important,Important,Not important at all,Not important at all,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I agree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",I have thought about it many times.,"Yes, definitely.",Business owner,Lawyer,President,,,Teacher,,,Business Owner,Scientist,,Lawyer,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Parent,,Aunt/Uncle,,Teacher,,,Friend,Parent,Grandparent,,,Teacher,,Religious Leader,,Yes,Slightly important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900217443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Salesperson,Business Executive,,,,,,,Business Owner,,,,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Maybe,Important,Important,Very important,Very important,Important,Slightly important,Important,Important,Important,Important,I am friendly.,,,,,,,I am generally pretty good at most things I do.,,,I am a good writer.,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900220002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Mayor,Lawyer,President,,,,,Secretary,Business Owner,,,Lawyer,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Parent,,,Sibling,,,,,Parent,,,Sibling,,Coach,,,Maybe,Important,Important,Very important,Very important,Important,Very important,Important,Very important,Important,Very important,I am friendly.,,I am confident.,,,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900326422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Salesperson,Lawyer,President,,,,,,,Scientist,,Lawyer,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,No,Slightly important,Important,Very important,Important,Not important at all,Very important,Slightly important,Slightly important,Not important at all,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900326430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Principal,,,,,Nurse,Secretary,Business Owner,Scientist,Doctor,,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,,,,,Teacher,,,,,,,,Teacher,,,,No,Very important,Very important,Important,Very important,Important,Slightly important,Slightly important,Not important at all,Slightly important,Very important,I am friendly.,,I am confident.,I am cooperative.,,,,,I am usually willing to try new things.,,I am a good writer.,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900326432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Salesperson,Principal,,,,Teacher,Nurse,,,Scientist,,Lawyer,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,Friend,,,,,,,,,Maybe,Important,Important,Very important,Very important,Important,Very important,Slightly important,Not important at all,Slightly important,Slightly important,I am friendly.,I am smart.,I am confident.,I am cooperative.,,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I agree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900330062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Teacher,Member of Congress,,,Mayor of City or Town,Teacher,Nurse,,,Scientist,Doctor,,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,Sibling,Teacher,Coach,,Friend,,,,,Teacher,Coach,,Friend,Maybe,Slightly important,Slightly important,Very important,Very important,Slightly important,Very important,Important,Important,Slightly important,Slightly important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,900330471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never thought about it.,"No, I'd never run.",Teacher,Principal,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Very important,Slightly important,Very important,Very important,Slightly important,Very important,Important,Not important at all,Not important at all,Slightly important,I am friendly.,,,,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Business Executive,,,,,,,Business Owner,Scientist,Doctor,Lawyer,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Maybe,Very important,Very important,Very important,Very important,Important,Very important,Very important,Very important,Not important at all,Important,I am friendly.,I am smart.,I am confident.,,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Business owner,Lawyer,,,,,,,Business Owner,,Doctor,Lawyer,Yes,No,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,No,,No,No,No,No,No,Parent,,,Sibling,Teacher,,,,Parent,,,Sibling,Teacher,,,,No,Slightly important,Slightly important,Very important,Very important,Important,Very important,Important,Not important at all,Not important at all,Very important,I am friendly.,,I am confident.,I am cooperative.,,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Business Executive,,,,,,,Business Owner,Scientist,,,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,Maybe,Important,Important,Important,Very important,Important,Very important,Important,Not important at all,Slightly important,Important,I am friendly.,I am smart.,,,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"No, I'd never run.",Business owner,Lawyer,,,,,Nurse,,,,Doctor,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Sibling,,,,Friend,,,,,,,,,Maybe,Slightly important,Important,Very important,Very important,Important,Very important,Very important,Not important at all,Not important at all,Very important,,I am smart.,,,,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I disagree with this statement.,I agree with this statement.,using only (2)
,,ABT1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Business owner,Lawyer,,,,Teacher,,,Business Owner,,,Lawyer,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Parent,,Aunt/Uncle,Sibling,Teacher,,,Friend,Parent,Grandparent,Aunt/Uncle,Sibling,,,,,Maybe,Important,Important,Important,Very important,Slightly important,Very important,Important,Not important at all,Slightly important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"No, I'd never run.",Salesperson,Business Executive,,,,,,,Business Owner,Scientist,Doctor,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,Parent,,,,,,,,Maybe,Not important at all,Not important at all,Very important,Very important,Slightly important,Important,Slightly important,Slightly important,Slightly important,Slightly important,I am friendly.,I am smart.,,,I am competitive.,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Principal,,,,,,,,Scientist,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Slightly important,Slightly important,Very important,Very important,Not important at all,Very important,Not important at all,Not important at all,Not important at all,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has crossed my mind.,Maybe.,Business owner,Principal,,,,,,,,Scientist,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,Friend,,,,,,,,Friend,Maybe,Very important,Very important,Very important,Very important,Important,Very important,Important,Very important,Slightly important,Very important,I am friendly.,I am smart.,I am confident.,,I am competitive.,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,,I agree with this statement.,using only (2)
,,ABT1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Principal,,,,,,,,Scientist,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Friend,,,,,,,,Friend,No,Not important at all,Not important at all,Very important,Very important,Very important,Very important,Slightly important,Very important,Important,Very important,I am friendly.,I am smart.,I am confident.,,,,,,I am usually willing to try new things.,,,I am good at speaking in front of people.,I agree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,Teacher,,,Business Owner,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,No,Very important,Important,Very important,Very important,Slightly important,Very important,Important,Slightly important,Not important at all,Important,I am friendly.,,I am confident.,I am cooperative.,,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I agree with this statement.,I agree with this statement.,using only (2)
,,ABT1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Lawyer,President,,Mayor of City or Town,,Nurse,,Business Owner,Scientist,Doctor,Lawyer,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Parent,,,Sibling,Teacher,Coach,,Friend,Parent,,,Sibling,Teacher,Coach,,,Maybe,Important,Important,Important,Very important,Very important,Very important,Slightly important,Slightly important,Slightly important,Very important,I am friendly.,I am smart.,,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Principal,,,,Teacher,,Secretary,,,,,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,,,Aunt/Uncle,,,,,,Parent,,,,,,,,No,Important,Very important,Very important,Very important,Not important at all,Very important,Important,Slightly important,Not important at all,Important,I am friendly.,,,I am cooperative.,I am competitive.,,,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
